CustomerKey,GeographyKey,CustomerAlternateKey,fullname,gender,EmailAddress,EnglishOccupation,DateFirstPurchase,City,EnglishCountryRegionName
18484,3,AW00018484,Dustin M. Sharma,Male,dustin9@adventure-works.com,Skilled Manual,2011-06-07,Darlinghurst,Australia
18485,35,AW00018485,Devin   Gonzalez,Male,devin31@adventure-works.com,Skilled Manual,2011-06-25,Melbourne,Australia
18486,17,AW00018486,Kari   Torres,Female,kari32@adventure-works.com,Skilled Manual,2011-06-02,St. Leonards,Australia
18487,39,AW00018487,Tasha J. Nath,Female,tasha19@adventure-works.com,Skilled Manual,2011-06-07,Sunbury,Australia
18488,27,AW00018488,Clayton   Xu,Male,clayton11@adventure-works.com,Skilled Manual,2011-06-02,Townsville,Australia
18489,15,AW00018489,Johnny R. Nara,Male,johnny18@adventure-works.com,Skilled Manual,2011-06-15,Silverwater,Australia
18490,25,AW00018490,Brad S. Rai,Male,brad18@adventure-works.com,Professional,2011-06-18,Hervey Bay,Australia
18491,3,AW00018491,Michele D. Gonzalez,Female,michele32@adventure-works.com,Professional,2011-06-14,Darlinghurst,Australia
18492,17,AW00018492,Tamara H. Johnston,Female,tamara22@adventure-works.com,Management,2013-07-01,St. Leonards,Australia
18493,7,AW00018493,Kaitlin   McDonald,Female,kaitlin14@adventure-works.com,Management,2011-06-16,Malabar,Australia
18494,4,AW00018494,Marcus A. Young,Male,marcus27@adventure-works.com,Management,2011-06-28,Goulburn,Australia
18495,35,AW00018495,Jeremy E. Phillips,Male,jeremy16@adventure-works.com,Management,2011-06-07,Melbourne,Australia
18496,25,AW00018496,Vincent   Zheng,Male,vincent19@adventure-works.com,Management,2011-06-10,Hervey Bay,Australia
18497,553,AW00018497,Fernando W. Evans,Male,fernando41@adventure-works.com,Management,2013-12-10,Woodburn,United States
18498,355,AW00018498,Zachary   Russell,Male,zachary18@adventure-works.com,Management,2013-09-08,Redwood City,United States
18499,612,AW00018499,Darren I. Rodriguez,Male,darren20@adventure-works.com,Professional,2014-01-18,Burien,United States
18500,539,AW00018500,Jose   Brown,Male,jose61@adventure-works.com,Professional,2013-12-11,Corvallis,United States
18501,644,AW00018501,Alexandra   Powell,Female,alexandra32@adventure-works.com,Professional,2013-10-02,Walla Walla,United States
18502,307,AW00018502,Pamela   Madan,Female,pamela10@adventure-works.com,Professional,2013-10-04,Chula Vista,United States
18503,368,AW00018503,Timothy E. Peterson,Male,timothy6@adventure-works.com,Management,2014-01-25,Santa Cruz,United States
18504,302,AW00018504,Angel   Adams,Male,angel37@adventure-works.com,Skilled Manual,2013-07-09,Burlingame,United States
18505,360,AW00018505,Carol   Scott,Female,carol14@adventure-works.com,Professional,2014-01-21,San Francisco,United States
18506,52,AW00018506,Evan   Bradley,Male,evan15@adventure-works.com,Professional,2013-06-24,Langley,Canada
18507,360,AW00018507,Edward   Baker,Male,edward9@adventure-works.com,Professional,2014-01-03,San Francisco,United States
18508,299,AW00018508,Michele   Chander,Female,michele16@adventure-works.com,Professional,2013-12-13,Berkeley,United States
18509,352,AW00018509,Xavier G. Foster,Male,xavier56@adventure-works.com,Professional,2013-05-21,Palo Alto,United States
18510,383,AW00018510,Samuel A. Washington,Male,samuel12@adventure-works.com,Professional,2013-05-01,West Covina,United States
18511,343,AW00018511,Mya   Jenkins,Female,mya9@adventure-works.com,Professional,2013-12-15,National City,United States
18512,336,AW00018512,Alex L. Torres,Male,alex7@adventure-works.com,Professional,2013-12-06,Lincoln Acres,United States
18513,302,AW00018513,Edwin   Xu,Male,edwin27@adventure-works.com,Professional,2013-12-05,Burlingame,United States
18514,298,AW00018514,Anne   Romero,Female,anne10@adventure-works.com,Professional,2013-12-07,Bellflower,United States
18515,545,AW00018515,Gabrielle   Patterson,Female,gabrielle33@adventure-works.com,Professional,2013-12-15,Milwaukie,United States
18516,635,AW00018516,Juan   Brooks,Male,juan11@adventure-works.com,Management,2013-12-26,Renton,United States
18517,618,AW00018517,Tristan   Diaz,Male,tristan21@adventure-works.com,Management,2013-09-16,Issaquah,United States
18518,626,AW00018518,Stephanie   Scott,Female,stephanie58@adventure-works.com,Management,2013-12-22,Lynnwood,United States
18519,298,AW00018519,Alex   Cook,Male,alex25@adventure-works.com,Professional,2013-12-07,Bellflower,United States
18520,307,AW00018520,Rafael D. Huang,Male,rafael6@adventure-works.com,Management,2013-04-16,Chula Vista,United States
18521,307,AW00018521,Meghan E. Rowe,Female,meghan20@adventure-works.com,Management,2013-03-18,Chula Vista,United States
18522,337,AW00018522,Jeremiah L. Smith,Male,jeremiah24@adventure-works.com,Management,2013-03-24,Long Beach,United States
18523,53,AW00018523,Samuel M. Foster,Male,samuel15@adventure-works.com,Management,2013-03-17,Metchosin,Canada
18524,60,AW00018524,Edward E. Alexander,Male,edward67@adventure-works.com,Management,2013-08-19,Port Hammond,Canada
18525,53,AW00018525,Jack R. Lal,Male,jack30@adventure-works.com,Professional,2013-12-06,Metchosin,Canada
18526,360,AW00018526,Kevin   Hernandez,Male,kevin56@adventure-works.com,Professional,2013-12-24,San Francisco,United States
18527,642,AW00018527,Jonathan B. Baker,Male,jonathan45@adventure-works.com,Skilled Manual,2013-11-29,Tacoma,United States
18528,334,AW00018528,John M. Rodriguez,Male,john54@adventure-works.com,Skilled Manual,2013-12-05,Lakewood,United States
18529,602,AW00018529,Albert W. Castro,Male,albert18@adventure-works.com,Skilled Manual,2014-01-28,Chantilly,United States
18530,638,AW00018530,Wyatt M. Evans,Male,wyatt46@adventure-works.com,Management,2013-02-18,Sedro Woolley,United States
18531,329,AW00018531,Thomas   Simmons,Male,thomas17@adventure-works.com,Management,2013-09-09,Imperial Beach,United States
18532,618,AW00018532,Marcus   Russell,Male,marcus69@adventure-works.com,Management,2013-12-16,Issaquah,United States
18533,383,AW00018533,Lucas S. Martinez,Male,lucas31@adventure-works.com,Management,2013-12-23,West Covina,United States
18534,637,AW00018534,Hunter   Collins,Male,hunter31@adventure-works.com,Management,2013-03-03,Seattle,United States
18535,49,AW00018535,Donald   Kapoor,Male,donald3@adventure-works.com,Management,2014-01-02,Cliffside,Canada
18536,343,AW00018536,Hailey J. Coleman,Female,hailey27@adventure-works.com,Management,2013-11-08,National City,United States
18537,300,AW00018537,Kathryn L. Carson,Female,kathryn13@adventure-works.com,Management,2013-12-06,Beverly Hills,United States
18538,618,AW00018538,Ian   Mitchell,Male,ian33@adventure-works.com,Management,2013-12-23,Issaquah,United States
18539,326,AW00018539,Riley M. Russell,Female,riley17@adventure-works.com,Management,2013-12-26,Grossmont,United States
18540,322,AW00018540,Victoria M. Perry,Female,victoria55@adventure-works.com,Management,2013-12-25,Fremont,United States
18541,71,AW00018541,Kayla C. Jones,Female,kayla3@adventure-works.com,Management,2013-04-02,Westminster,Canada
18542,612,AW00018542,Dustin E. She,Male,dustin0@adventure-works.com,Management,2013-07-08,Burien,United States
18543,326,AW00018543,Dalton R. Wilson,Male,dalton6@adventure-works.com,Professional,2013-10-09,Grossmont,United States
18544,69,AW00018544,Riley L. Washington,Female,riley11@adventure-works.com,Professional,2013-01-01,Victoria,Canada
18545,623,AW00018545,Ian L. Clark,Male,ian17@adventure-works.com,Professional,2013-10-05,Kirkland,United States
18546,420,AW00018546,Pieter   Wycoff,Female,pieter0@adventure-works.com,Skilled Manual,2013-04-13,Clarkston,United States
18547,358,AW00018547,Ethan L. Johnson,Male,ethan30@adventure-works.com,Professional,2013-12-24,San Carlos,United States
18548,343,AW00018548,Jordan E. Powell,Male,jordan5@adventure-works.com,Skilled Manual,2013-10-06,National City,United States
18549,69,AW00018549,Sierra   Collins,Female,sierra2@adventure-works.com,Skilled Manual,2013-02-20,Victoria,Canada
18550,372,AW00018550,Julia R. Griffin,Female,julia87@adventure-works.com,Skilled Manual,2013-12-06,Spring Valley,United States
18551,616,AW00018551,Chloe E. Hall,Female,chloe21@adventure-works.com,Skilled Manual,2013-09-29,Everett,United States
18552,311,AW00018552,Kelsey   Goel,Female,kelsey18@adventure-works.com,Skilled Manual,2013-03-17,Concord,United States
18553,542,AW00018553,Alex K. Roberts,Male,alex32@adventure-works.com,Skilled Manual,2013-10-05,Lake Oswego,United States
18554,60,AW00018554,Isabelle D. Ross,Female,isabelle4@adventure-works.com,Professional,2013-03-17,Port Hammond,Canada
18555,374,AW00018555,Muniraju   Pulipalyam,Female,muniraju0@adventure-works.com,Professional,2014-01-08,Torrance,United States
18556,311,AW00018556,Ruben   Perez,Male,ruben22@adventure-works.com,Skilled Manual,2013-10-28,Concord,United States
18557,49,AW00018557,Bailey R. Lopez,Female,bailey41@adventure-works.com,Professional,2013-02-11,Cliffside,Canada
18558,635,AW00018558,Alexandra C. Price,Female,alexandra23@adventure-works.com,Professional,2013-10-17,Renton,United States
18559,638,AW00018559,Lucas   Adams,Male,lucas47@adventure-works.com,Professional,2013-10-20,Sedro Woolley,United States
18560,301,AW00018560,Anna S. Miller,Female,anna67@adventure-works.com,Professional,2013-12-05,Burbank,United States
18561,310,AW00018561,Carol A. Torres,Female,carol10@adventure-works.com,Professional,2013-12-27,Colma,United States
18562,347,AW00018562,Mary P. Wright,Female,mary33@adventure-works.com,Professional,2013-10-10,Novato,United States
18563,352,AW00018563,Evan R. Sanchez,Male,evan19@adventure-works.com,Professional,2013-11-25,Palo Alto,United States
18564,326,AW00018564,John T. Moore,Male,john45@adventure-works.com,Professional,2013-10-29,Grossmont,United States
18565,543,AW00018565,Dalton C. Bryant,Male,dalton64@adventure-works.com,Professional,2013-11-22,Lebanon,United States
18566,314,AW00018566,Bryce   Peterson,Male,bryce5@adventure-works.com,Professional,2013-12-15,Daly City,United States
18567,361,AW00018567,Madison   Barnes,Female,madison38@adventure-works.com,Skilled Manual,2013-11-16,San Gabriel,United States
18568,316,AW00018568,Mya M. Bennett,Female,mya3@adventure-works.com,Skilled Manual,2013-11-16,El Cajon,United States
18569,548,AW00018569,Emma E. Bryant,Female,emma64@adventure-works.com,Professional,2013-02-06,Salem,United States
18570,51,AW00018570,Mason A. Peterson,Male,mason6@adventure-works.com,Professional,2013-03-09,Langford,Canada
18571,68,AW00018571,Cameron S. Kumar,Male,cameron24@adventure-works.com,Professional,2013-03-19,Vancouver,Canada
18572,299,AW00018572,Danielle   Watson,Female,danielle3@adventure-works.com,Professional,2013-05-12,Berkeley,United States
18573,66,AW00018573,Andrea   Phillips,Female,andrea31@adventure-works.com,Professional,2013-05-26,Sooke,Canada
18574,338,AW00018574,Kaitlyn L. Taylor,Female,kaitlyn31@adventure-works.com,Professional,2013-03-29,Los Angeles,United States
18575,315,AW00018575,Erin R. Stewart,Female,erin26@adventure-works.com,Professional,2013-10-15,Downey,United States
18576,385,AW00018576,Emily   Coleman,Female,emily30@adventure-works.com,Professional,2013-11-16,Woodland Hills,United States
18577,358,AW00018577,Isabelle C. Winston,Female,isabelle12@adventure-works.com,Professional,2013-03-05,San Carlos,United States
18578,347,AW00018578,Patrick M. Rogers,Male,patrick24@adventure-works.com,Professional,2013-12-10,Novato,United States
18579,536,AW00018579,William M. Brown,Male,william20@adventure-works.com,Professional,2013-10-28,Beaverton,United States
18580,52,AW00018580,Emma A. Anderson,Female,emma9@adventure-works.com,Professional,2013-04-13,Langley,Canada
18581,538,AW00018581,Melinda   Dominguez,Female,melinda8@adventure-works.com,Professional,2013-12-12,Clackamas,United States
18582,627,AW00018582,Bryan   Morgan,Male,bryan13@adventure-works.com,Professional,2013-12-17,Marysville,United States
18583,634,AW00018583,Luis   Kumar,Male,luis28@adventure-works.com,Professional,2013-02-08,Redmond,United States
18584,637,AW00018584,Haley   Evans,Female,haley42@adventure-works.com,Professional,2013-03-08,Seattle,United States
18585,298,AW00018585,Katherine   Blue,Female,katherine9@adventure-works.com,Professional,2013-10-27,Bellflower,United States
18586,326,AW00018586,Benjamin   Patterson,Male,benjamin11@adventure-works.com,Professional,2013-12-26,Grossmont,United States
18587,612,AW00018587,Monica   Arun,Female,monica7@adventure-works.com,Professional,2013-10-17,Burien,United States
18588,637,AW00018588,Isabella   Rogers,Female,isabella84@adventure-works.com,Professional,2013-10-03,Seattle,United States
18589,611,AW00018589,Anna   Stewart,Female,anna2@adventure-works.com,Professional,2013-11-15,Bremerton,United States
18590,301,AW00018590,Valerie R. Sun,Female,valerie15@adventure-works.com,Skilled Manual,2013-05-22,Burbank,United States
18591,337,AW00018591,Eduardo A. Nelson,Male,eduardo33@adventure-works.com,Skilled Manual,2013-03-06,Long Beach,United States
18592,545,AW00018592,Mackenzie   Evans,Female,mackenzie22@adventure-works.com,Skilled Manual,2013-11-29,Milwaukie,United States
18593,635,AW00018593,Sydney C. Martinez,Female,sydney79@adventure-works.com,Skilled Manual,2013-03-04,Renton,United States
18594,301,AW00018594,Kristi   Garcia,Female,kristi32@adventure-works.com,Skilled Manual,2013-12-16,Burbank,United States
18595,59,AW00018595,Marcus   Hernandez,Male,marcus28@adventure-works.com,Skilled Manual,2013-10-26,Oak Bay,Canada
18596,310,AW00018596,Gabriella L. Cooper,Female,gabriella16@adventure-works.com,Professional,2013-11-17,Colma,United States
18597,374,AW00018597,Isabel   Perry,Female,isabel8@adventure-works.com,Professional,2013-11-16,Torrance,United States
18598,358,AW00018598,Norimichi   Yonekura,Male,norimichi0@adventure-works.com,Professional,2013-11-16,San Carlos,United States
18599,618,AW00018599,Kyle J. Simmons,Male,kyle10@adventure-works.com,Professional,2013-05-10,Issaquah,United States
18600,51,AW00018600,Ashley C. Gonzales,Female,ashley44@adventure-works.com,Skilled Manual,2013-05-31,Langford,Canada
18601,312,AW00018601,Cynthia K. Garcia,Female,cynthia20@adventure-works.com,Skilled Manual,2013-03-18,Coronado,United States
18602,329,AW00018602,Patrick   Ramirez,Male,patrick13@adventure-works.com,Skilled Manual,2013-04-10,Imperial Beach,United States
18603,53,AW00018603,Gabrielle B. Henderson,Female,gabrielle27@adventure-works.com,Skilled Manual,2013-04-04,Metchosin,Canada
18604,52,AW00018604,Paige W. Alexander,Female,paige18@adventure-works.com,Skilled Manual,2013-02-08,Langley,Canada
18605,612,AW00018605,David   Wright,Male,david35@adventure-works.com,Skilled Manual,2013-11-03,Burien,United States
18606,632,AW00018606,Wyatt J. Green,Male,wyatt34@adventure-works.com,Skilled Manual,2013-11-11,Port Orchard,United States
18607,546,AW00018607,Katherine B. Taylor,Female,katherine79@adventure-works.com,Skilled Manual,2013-11-26,Oregon City,United States
18608,385,AW00018608,Ian   Phillips,Male,ian36@adventure-works.com,Skilled Manual,2013-11-25,Woodland Hills,United States
18609,547,AW00018609,Alyssa A. Cook,Female,alyssa29@adventure-works.com,Skilled Manual,2013-11-15,Portland,United States
18610,311,AW00018610,Bailey   Rivera,Female,bailey14@adventure-works.com,Professional,2013-12-26,Concord,United States
18611,548,AW00018611,Taylor F. Foster,Female,taylor40@adventure-works.com,Professional,2013-12-05,Salem,United States
18612,315,AW00018612,Alyssa   Flores,Female,alyssa58@adventure-works.com,Professional,2013-08-20,Downey,United States
18613,315,AW00018613,Cody   Murphy,Male,cody15@adventure-works.com,Professional,2013-12-16,Downey,United States
18614,345,AW00018614,Seth L. Wright,Male,seth28@adventure-works.com,Professional,2013-12-20,Newport Beach,United States
18615,383,AW00018615,Charles   Peterson,Male,charles53@adventure-works.com,Professional,2013-12-13,West Covina,United States
18616,348,AW00018616,Spencer A. Butler,Male,spencer16@adventure-works.com,Professional,2013-11-26,Oakland,United States
18617,65,AW00018617,Carlos   Lopez,Male,carlos41@adventure-works.com,Professional,2013-04-12,Shawnee,Canada
18618,200,AW00018618,Mitchell   Rai,Male,mitchell15@adventure-works.com,Manual,2014-01-21,Paris,France
18619,135,AW00018619,Dominic   Mehta,Male,dominic14@adventure-works.com,Skilled Manual,2013-07-13,Salzgitter,Germany
18620,266,AW00018620,Randall A. Navarro,Male,randall11@adventure-works.com,Skilled Manual,2012-11-26,Reading,United Kingdom
18621,275,AW00018621,Cassandra D. Prasad,Female,cassandra10@adventure-works.com,Skilled Manual,2012-11-15,Wokingham,United Kingdom
18622,229,AW00018622,Byron   Rubio,Male,byron15@adventure-works.com,Manual,2013-11-24,Berks,United Kingdom
18623,184,AW00018623,Anne W. Torres,Female,anne13@adventure-works.com,Manual,2013-08-10,Metz,France
18624,224,AW00018624,Jay M. Perez,Male,jay28@adventure-works.com,Manual,2013-03-01,Tremblay-en-France,France
18625,244,AW00018625,Derrick C. Moreno,Male,derrick6@adventure-works.com,Manual,2012-11-13,London,United Kingdom
18626,118,AW00018626,Tony S. Pal,Male,tony15@adventure-works.com,Clerical,2012-06-23,Frankfurt,Germany
18627,245,AW00018627,Kristine E. Gomez,Female,kristine2@adventure-works.com,Clerical,2012-11-26,London,United Kingdom
18628,180,AW00018628,Suzanne   Yang,Female,suzanne6@adventure-works.com,Manual,2013-06-02,Colomiers,France
18629,261,AW00018629,Martin L. Srini,Male,martin13@adventure-works.com,Manual,2013-08-20,Newcastle upon Tyne,United Kingdom
18630,198,AW00018630,Priscilla   She,Female,priscilla0@adventure-works.com,Manual,2013-12-16,Paris,France
18631,278,AW00018631,Carly   Shan,Female,carly10@adventure-works.com,Manual,2013-12-04,York,United Kingdom
18632,240,AW00018632,Russell   Tang,Male,russell8@adventure-works.com,Manual,2013-02-20,High Wycombe,United Kingdom
18633,273,AW00018633,Adam M. Jenkins,Male,adam4@adventure-works.com,Manual,2012-11-20,Watford,United Kingdom
18634,207,AW00018634,Veronica J. Arun,Female,veronica7@adventure-works.com,Manual,2011-11-10,Chatou,France
18635,154,AW00018635,Toni   Martinez,Female,toni18@adventure-works.com,Clerical,2013-02-14,Bonn,Germany
18636,156,AW00018636,Edgar C. Chapman,Male,edgar2@adventure-works.com,Clerical,2013-08-28,Braunschweig,Germany
18637,53,AW00018637,Thomas A. Sharma,Male,thomas33@adventure-works.com,Clerical,2013-03-30,Metchosin,Canada
18638,623,AW00018638,Alyssa K. Thompson,Female,alyssa15@adventure-works.com,Clerical,2013-11-22,Kirkland,United States
18639,547,AW00018639,Maria E. Scott,Female,maria56@adventure-works.com,Clerical,2013-11-26,Portland,United States
18640,618,AW00018640,Isaac   James,Male,isaac7@adventure-works.com,Skilled Manual,2013-03-08,Issaquah,United States
18641,49,AW00018641,Cameron   Garcia,Male,cameron34@adventure-works.com,Clerical,2013-04-06,Cliffside,Canada
18642,62,AW00018642,Brianna X. Thompson,Female,brianna14@adventure-works.com,Clerical,2013-05-29,Royal Oak,Canada
18643,369,AW00018643,Joshua A. Thomas,Male,joshua12@adventure-works.com,Professional,2013-12-11,Santa Monica,United States
18644,49,AW00018644,Carrie D. Ruiz,Female,carrie1@adventure-works.com,Skilled Manual,2013-02-14,Cliffside,Canada
18645,631,AW00018645,Jordan K. Bryant,Male,jordan15@adventure-works.com,Skilled Manual,2013-11-07,Olympia,United States
18646,300,AW00018646,Blake L. Adams,Male,blake33@adventure-works.com,Skilled Manual,2013-11-16,Beverly Hills,United States
18647,307,AW00018647,Christy   Huang,Female,christy5@adventure-works.com,Manual,2013-07-06,Chula Vista,United States
18648,302,AW00018648,Hailey   Torres,Female,hailey13@adventure-works.com,Clerical,2013-08-17,Burlingame,United States
18649,385,AW00018649,Jackson H. Patterson,Male,jackson13@adventure-works.com,Clerical,2013-08-19,Woodland Hills,United States
18650,315,AW00018650,Kyle   Flores,Male,kyle7@adventure-works.com,Clerical,2013-08-25,Downey,United States
18651,626,AW00018651,Isaiah A. Mitchell,Male,isaiah35@adventure-works.com,Clerical,2013-08-11,Lynnwood,United States
18652,612,AW00018652,Meredith W. Diaz,Female,meredith25@adventure-works.com,Clerical,2013-06-29,Burien,United States
18653,611,AW00018653,Emmanuel D. Madan,Male,emmanuel7@adventure-works.com,Clerical,2013-09-05,Bremerton,United States
18654,339,AW00018654,Thomas A. Lopez,Male,thomas57@adventure-works.com,Clerical,2013-11-11,Mill Valley,United States
18655,623,AW00018655,Eric R. Diaz,Male,eric29@adventure-works.com,Clerical,2013-11-28,Kirkland,United States
18656,300,AW00018656,Charles K. Clark,Male,charles23@adventure-works.com,Skilled Manual,2013-09-04,Beverly Hills,United States
18657,334,AW00018657,Alex M. Morgan,Male,alex17@adventure-works.com,Skilled Manual,2013-04-10,Lakewood,United States
18658,641,AW00018658,Dalton   Turner,Male,dalton39@adventure-works.com,Skilled Manual,2013-07-26,Spokane,United States
18659,338,AW00018659,Jasmine A. Thompson,Female,jasmine13@adventure-works.com,Clerical,2013-05-11,Los Angeles,United States
18660,312,AW00018660,Cristina A. Anand,Female,cristina19@adventure-works.com,Clerical,2013-11-16,Coronado,United States
18661,638,AW00018661,Daniel E. Walker,Male,daniel14@adventure-works.com,Skilled Manual,2013-10-07,Sedro Woolley,United States
18662,314,AW00018662,Kyle   Sharma,Male,kyle26@adventure-works.com,Skilled Manual,2013-11-09,Daly City,United States
18663,339,AW00018663,Jason C. Flores,Male,jason9@adventure-works.com,Skilled Manual,2013-07-24,Mill Valley,United States
18664,635,AW00018664,Robert C. Long,Male,robert23@adventure-works.com,Skilled Manual,2013-02-02,Renton,United States
18665,612,AW00018665,Olivia   Brooks,Female,olivia45@adventure-works.com,Skilled Manual,2013-08-01,Burien,United States
18666,626,AW00018666,Jordyn K. Henderson,Female,jordyn4@adventure-works.com,Skilled Manual,2013-06-27,Lynnwood,United States
18667,299,AW00018667,Kelli E. Ma,Female,kelli17@adventure-works.com,Skilled Manual,2013-10-02,Berkeley,United States
18668,542,AW00018668,Brian J. Sanders,Male,brian15@adventure-works.com,Skilled Manual,2014-01-24,Lake Oswego,United States
18669,352,AW00018669,Adam   Griffin,Male,adam17@adventure-works.com,Clerical,2013-08-08,Palo Alto,United States
18670,300,AW00018670,Melanie L. Bryant,Female,melanie5@adventure-works.com,Clerical,2013-11-10,Beverly Hills,United States
18671,358,AW00018671,Melanie   Kelly,Female,melanie13@adventure-works.com,Skilled Manual,2013-03-08,San Carlos,United States
18672,374,AW00018672,Anthony   Lewis,Male,anthony7@adventure-works.com,Skilled Manual,2013-08-22,Torrance,United States
18673,300,AW00018673,James M. Green,Male,james63@adventure-works.com,Skilled Manual,2013-07-10,Beverly Hills,United States
18674,70,AW00018674,Isabelle C. Bennett,Female,isabelle1@adventure-works.com,Skilled Manual,2013-05-27,Westminster,Canada
18675,326,AW00018675,Abigail   Martin,Female,abigail55@adventure-works.com,Skilled Manual,2013-04-14,Grossmont,United States
18676,626,AW00018676,Jesse E. Young,Male,jesse41@adventure-works.com,Skilled Manual,2013-05-05,Lynnwood,United States
18677,49,AW00018677,Logan   Shan,Male,logan4@adventure-works.com,Skilled Manual,2013-02-03,Cliffside,Canada
18678,372,AW00018678,Sean   Watson,Male,sean7@adventure-works.com,Skilled Manual,2013-06-15,Spring Valley,United States
18679,635,AW00018679,Seth C. Wood,Male,seth50@adventure-works.com,Skilled Manual,2013-11-20,Renton,United States
18680,298,AW00018680,David   Shan,Male,david62@adventure-works.com,Skilled Manual,2013-11-03,Bellflower,United States
18681,335,AW00018681,Jacqueline   Griffin,Female,jacqueline21@adventure-works.com,Skilled Manual,2013-03-24,Lemon Grove,United States
18682,336,AW00018682,Emily A. Bennett,Female,emily26@adventure-works.com,Skilled Manual,2013-09-26,Lincoln Acres,United States
18683,368,AW00018683,Robert T. Walker,Male,robert83@adventure-works.com,Skilled Manual,2013-06-07,Santa Cruz,United States
18684,372,AW00018684,Makayla D. Watson,Female,makayla0@adventure-works.com,Skilled Manual,2013-11-13,Spring Valley,United States
18685,55,AW00018685,Sean G. Rogers,Male,sean27@adventure-works.com,Skilled Manual,2013-07-20,Newton,Canada
18686,60,AW00018686,Logan   Coleman,Male,logan8@adventure-works.com,Skilled Manual,2013-03-28,Port Hammond,Canada
18687,302,AW00018687,Olivia C. Smith,Female,olivia0@adventure-works.com,Skilled Manual,2013-02-09,Burlingame,United States
18688,632,AW00018688,Antonio   Barnes,Male,antonio3@adventure-works.com,Professional,2013-08-16,Port Orchard,United States
18689,616,AW00018689,Miguel   Miller,Male,miguel5@adventure-works.com,Professional,2013-06-08,Everett,United States
18690,611,AW00018690,Carlos C. Rivera,Male,carlos19@adventure-works.com,Professional,2013-10-17,Bremerton,United States
18691,5,AW00018691,Claudia   Zheng,Female,claudia17@adventure-works.com,Management,2011-06-28,Lane Cove,Australia
18692,6,AW00018692,Preston G. Mehta,Male,preston13@adventure-works.com,Management,2011-06-23,Lavender Bay,Australia
18693,21,AW00018693,Ann M. Subram,Female,ann18@adventure-works.com,Management,2011-06-07,Caloundra,Australia
18694,10,AW00018694,Derrick   Gomez,Male,derrick1@adventure-works.com,Management,2011-06-02,Newcastle,Australia
18695,36,AW00018695,Aaron C. Diaz,Male,aaron21@adventure-works.com,Professional,2011-06-01,Melton,Australia
18696,25,AW00018696,Mindy W. Black,Female,mindy25@adventure-works.com,Management,2011-06-12,Hervey Bay,Australia
18697,5,AW00018697,Tara S. Lal,Female,tara8@adventure-works.com,Professional,2011-06-18,Lane Cove,Australia
18698,10,AW00018698,Jaclyn S. Chande,Female,jaclyn38@adventure-works.com,Professional,2011-06-24,Newcastle,Australia
18699,23,AW00018699,Blake S. Griffin,Male,blake68@adventure-works.com,Professional,2011-06-22,Gold Coast,Australia
18700,37,AW00018700,Ernest C. Zhao,Male,ernest10@adventure-works.com,Professional,2011-06-08,Seaford,Australia
18701,39,AW00018701,Kenneth J. Lal,Male,kenneth8@adventure-works.com,Professional,2011-06-18,Sunbury,Australia
18702,2,AW00018702,Adriana   Smith,Female,adriana9@adventure-works.com,Professional,2011-06-29,Coffs Harbour,Australia
18703,24,AW00018703,Vincent A. Huang,Male,vincent6@adventure-works.com,Professional,2011-06-10,Hawthorne,Australia
18704,16,AW00018704,Lacey N. Goel,Female,lacey8@adventure-works.com,Professional,2013-03-19,Springwood,Australia
18705,22,AW00018705,Karl   Goel,Male,karl20@adventure-works.com,Professional,2013-05-24,East Brisbane,Australia
18706,4,AW00018706,Darryl   Zheng,Male,darryl19@adventure-works.com,Management,2011-07-16,Goulburn,Australia
18707,31,AW00018707,Marshall D. She,Male,marshall21@adventure-works.com,Management,2013-02-20,Hobart,Australia
18708,9,AW00018708,Micah   Zhao,Male,micah21@adventure-works.com,Management,2011-07-09,Milsons Point,Australia
18709,38,AW00018709,Darren A. Hernandez,Male,darren25@adventure-works.com,Management,2011-07-29,South Melbourne,Australia
18710,17,AW00018710,Ricardo   Xie,Male,ricardo3@adventure-works.com,Management,2011-07-07,St. Leonards,Australia
18711,34,AW00018711,Emma L. Diaz,Female,emma67@adventure-works.com,Professional,2013-09-17,Geelong,Australia
18712,26,AW00018712,Glenn J. Guo,Male,glenn19@adventure-works.com,Management,2013-03-29,Rockhampton,Australia
18713,10,AW00018713,Rosa   Yang,Female,rosa5@adventure-works.com,Management,2013-10-27,Newcastle,Australia
18714,16,AW00018714,Francisco L. Lopez,Male,francisco18@adventure-works.com,Management,2013-03-11,Springwood,Australia
18715,25,AW00018715,Rafael H. Rai,Male,rafael41@adventure-works.com,Professional,2013-07-09,Hervey Bay,Australia
18716,25,AW00018716,Seth   Campbell,Male,seth43@adventure-works.com,Professional,2011-07-12,Hervey Bay,Australia
18717,38,AW00018717,Cassandra B. Suri,Female,cassandra0@adventure-works.com,Professional,2013-08-17,South Melbourne,Australia
18718,24,AW00018718,Susan   Liu,Female,susan13@adventure-works.com,Professional,2011-07-30,Hawthorne,Australia
18719,14,AW00018719,Alberto G. Suarez,Male,alberto18@adventure-works.com,Professional,2013-04-06,Rhodes,Australia
18720,31,AW00018720,Taylor M. Miller,Female,taylor53@adventure-works.com,Professional,2013-10-10,Hobart,Australia
18721,7,AW00018721,Andy   Gomez,Male,andy6@adventure-works.com,Professional,2011-07-15,Malabar,Australia
18722,17,AW00018722,Jonathon   Navarro,Male,jonathon7@adventure-works.com,Professional,2011-07-08,St. Leonards,Australia
